"id","code","name","calories","protein","carbohydrates","fats","total_sugars","cholesterol","sodium","dietary_fiber","iron","calcium"
648,21414008,"בשר בקר, מלית לירקות ממולאים עם בצל, צנוברים ושמן סויה",204.144577,11.70425701,3.966693401,15.99202156,1.674216866,43.50736237,543.6572876,0.88915664,1.644069672,13.191432
649,21414109,"בשר בקר, מיובש",165,29.10000038,1.600000024,3.900000095,1.6,158.8000031,3471,0,2.194000006,7.252999783
650,21417009,"בשר בקר, חזה, לא מבושל",151,14,0.600000024,10.30000019,0,77.59999847,350,0,1.878000021,8.164999962
651,21417019,"בשר בקר, חזה, מבושל",232,21.5,0.899999976,12.80000019,0,74.19999695,538,0,2.497999907,10.89299965
653,21417039,"בשר בקר, חזה, מעושן או כבוש, יחיעם",112,15,4,4,1.1,45,850,0,1.902999997,8.574000359
655,21500000,"בשר בקר, טחון, לא מבושל",247,17.44,0,19.07,0,71,175,0,1.97,17
661,21501249,"קבב בקר אמיתי, טיבון ויל",203,16,1,15,0,65,500,0.014,1.453803062,10.29500008
662,21501259,"קבב בקר טורקי/רומני/יווני עם חלבון צמחי,טיבון ויל",207,14,2,15,0,50,350,1.744765639,2.233080626,30.55982018
663,21501269,"קציצות בקר מזרחי, זוגלובק",172,20,4.949999809,7.900000095,0.739486933,45.93073273,500,1.799999952,2.350500584,72
667,21501308,"קבב, מבשר בקר ללא תוספת שמן",153.446167,14.32413673,2.663761139,9.388571739,0.943757534,60.78742981,404.0848999,0.433741689,1.619246125,12.52819538
669,21501318,"בשר בקר, טחון, מטוגן בשמן זית",172.9370575,14.79859734,2.080997944,11.70921898,0.424868464,63.3404808,641.3876953,0.190216348,1.494572282,10.80101395
670,21501319,"קציצות בקר אמיתיות לחימום, עוף טוב",196,15,10,12,0.8,35,450,6,2.25394845,41.69373703
672,21501338,"קציצות בשר בקר, ברוטב עגבניות מרסק עגבניות ללא שמן",135.460434,10.0235815,9.273929596,6.084846497,2.884337425,44.85723877,602.3487549,1.354237199,1.819624543,27.5310421
673,21501348,"קציצות בשר בקר והודו מבושלות עם רסק עגבניות ללא שמן",109.4175568,10.86702251,8.678571701,3.10751009,3.240630627,47.52647781,461.78302,1.050525427,1.303344488,22.90131378
675,21501368,"קציצות בשר בקר והודו, מטוגנות ללא שמן",152.5418243,17.71535301,7.577516079,5.118945122,1.052347183,82.47515869,541.855896,0.811294913,1.289220572,19.29165459
678,21501398,"נקניק, קואלימה, אתיופי",365.18927,17.00801849,0.208017915,33.16405487,0.006718925,81.44490814,515.5476074,0.014109742,1.713908195,35.56774902
680,21540100,"בשר בקר, טחון, עם חלבון צמחי, מבושל",241,23.59000015,1.850000024,14.42000008,0.21,72,432,1,2.470000029,46
681,21601509,"נקניק, פסטרמה בקר, כתף בקר פרוס, יחיעם",107,17,3,3,0.8,50,800,0.100000001,2.003999949,9.024999619
683,21603029,"בשר בקר, רוסטביף, כתף, מעושן",135,25,2,3,2,40,750,0,3.49000001,9.795999527
684,21810018,"חמין בקר עם חיטה, תפוחי אדמה וביצה",270.2181091,25.74941635,9.21282959,13.99672508,0.470742285,58.23983002,670.9125366,1.284004807,2.353565216,19.33866119
685,21810038,"חמין בקר עם תפוחי אדמה, שעועית וגריסי פנינה בשמן קנולה",142.3825989,8.622933388,13.37478542,5.796794891,0.623640299,16.18534279,305.6168213,2.332344532,1.654117942,25.89089966
686,21810048,"חמין בקר עם תפוחי אדמה,חומוס,אורז וביצה - מרוקאי",132.4954224,9.79728508,10.55739403,4.854664803,0.675346851,54.57622147,287.4584045,1.992388248,1.173824191,21.28317642
687,21810058,"חמין בקר עם תפוחי אדמה,חומוס,חיטה וביצה",126.9225845,10.06612492,8.591079712,4.951132298,0.697108686,55.37731552,229.1555328,2.473882675,1.270265222,21.14982605
688,21810068,"חמין בקר עם תפוחי אדמה,שעועית,ביצה ושמן קנולה",132.765686,9.004366875,9.156001091,6.348320961,0.633583605,59.45006561,327.6300354,1.731372595,1.476205945,30.51377869
689,21810078,"חמין בקר עם תפוחי אדמה,שעועית,ביצה ושמן סויה",132.6092529,8.993757248,9.145213127,6.340841293,0.632837057,59.38002014,382.2618408,1.729332566,1.474935055,30.51189423
690,21810088,"חמין בקר עם חיטה,תפוחי אדמה,ביצה ושמן סויה",155.3128204,10.6584053,13.35118008,6.731322765,0.558469176,78.40896606,284.0333862,1.892348051,1.59465754,21.82483673
691,21810108,"חמין עוף עם תפוחי אדמה ושעועית ללא תוספת שומן בבישול",120.5900116,7.81011343,9.614552498,4.985551834,0.260481685,28.72097969,245.6827698,2.178105354,1.278353214,31.51731491
693,21810128,"חמין הודו עם שעועית לבנה, חיטה, גריסים ותפו""א ללא תוספת שמן",92.57968903,7.439486504,12.28999233,0.822142243,0.173037305,17.41553497,382.4683533,2.831206799,1.333797693,28.47668076
695,22000110,"בשר חזיר, לפנ לנתח, מבושל עם מלח, נאכל עם שומן",192,28.44000053,0,8.100000381,0,81,505,0,0.50999999,7
696,22000120,"בשר חזיר, לפנ לנתח, מבושל, נאכל ללא שומן",161,29.41,0,4.16,0,80,508,0,0.52,5
697,22000200,"בשר חזיר, טרי, שילוב נתחים שונים",192,28.44,0,8.1,0,81,505,0,0.51,7
698,22101010,"בשר חזיר, צלע, לפנ לשיטת בישול, עם מלח, נאכל עם שומן",192,28.44000053,0,8.100000381,0,81,505,0,0.50999999,7
699,22101220,"בשר חזיר, צלע, מטוגן, נאכל ללא שומן",161,29.41,0,4.16,0,80,508,0,0.52,5
700,22201010,"סטייק בשר חזיר, לפנ לשיטת הבישול, עם מלח, נאכל עם שומן",239,22.95999908,0.059999999,15.85999966,0,82,491,0,1.139999986,16
701,22201020,"סטייק בשר חזיר, לפנ לשיטת הבישול, עם מלח, נאכל ללא שומן",171,24.61000061,0.07,7.420000076,0,79,498,0,1.220000029,14
702,22300130,"בשר חזיר, ירך, מטוגן, עם מלח, נאכל עם שומן",186,19.15999985,1.179999948,11.40999985,1.09,52,1129,0,1.049999952,7
703,22300140,"בשר חזיר, ירך, מטוגן, עם מלח, נאכל ללא שומן",177,20.54999924,0.959999979,9.770000458,1,50,1221,0,0.839999974,7
704,22301110,"בשר חזיר, ירך, טרי, מבושל, עם מלח, נאכל עם שומן",271,26.61000061,0,17.45999908,0,93,382,0,1,14
705,22301120,"בשר חזיר, ירך, טרי, אפוי, נאכל ללא שומן",209,29.15999985,0,9.359999657,0,93,386,0,1.110000014,7
706,22600200,"בשר חזיר, קוטלט/בייקון, לפנ אם טרי, מעושן או מומלח, מבושל",468,33.91999817,1.700000048,35.09000015,0,99,1684,0,0.949999988,11
707,22600209,"בשר חזיר, פרושוטו, מעדני מזרע",238,28,0,14,0,117.7884598,1500,0,0.900419593,8.111887932
708,22601009,"בשר חזיר, שינקן פולני, מעדני מזרע",98,18,2,2,0,34.749,900,0,0.643,5.359
709,23000100,"בשר כבש, לפנ לנתח, מבושל, נאכל עם שומן",292,24.31999969,0,20.77000046,0,96,394,0,1.870000005,17
710,23101000,"בשר כבש, צלעות, מבושל, לפנ אם נאכל עם שומן",313,24.95999908,0,22.88999939,0,99,399,0,1.799999952,20
711,23101009,"בשר כבש, צלעות, הוד חפר",185,11,1.2,15,"",107.259,390,0,1.084,7.791
712,23101010,"בשר כבש, צלעות, מבושל, נאכל עם שומן",313,24.95999908,0,22.88999939,0,99,399,0,1.799999952,20
713,23101020,"בשר כבש, צלעות, מבושל, נאכל ללא שומן",214,29.73999977,0,9.649999619,0,94,406,0,1.99000001,19
715,23108010,"בשר כבש, כתף, מבושל, נאכל עם שומן",275,22.42000008,0,19.88999939,0,92,228,0,1.960000038,20
716,23108018,"בשר כבש מבושל ברסק עגבניות ושמן זית",306.5639343,22.81759453,5.804987907,20.55698013,3.334656,89.49067688,529.0805664,1.009493828,2.708201885,35.54336166
717,23108020,"בשר כבש, כתף, מבושל, נאכל ללא שומן",203,24.84000015,0,10.72000027,0,87,230,0,2.119999886,19
718,23120108,"בשר כבש על האש עם בצל ושמן זית",370.7507629,31.98682976,1.981907725,24.95166588,1.099906921,122.3892517,860.9552002,0.441000432,2.669793129,27.47328377
719,23120110,"בשר כבש, צלי, מבושל, נאכל עם שומן",265,23.82999992,0,18.06999969,0,92,388,0,1.960000038,16
720,23120118,"בשר כבש מטוגן בשמן זית",430.0916748,37.91688156,0,29.70659447,0,146.3849335,864.0593262,0,3.126082182,25.62054634
721,23120120,"בשר כבש, צלי, מבושל, נאכל ללא שומן",196,26.39999962,0,9.180000305,0,87,390,0,2.109999895,14
722,23120128,"בשר כבש מטוגן בשמן קנולה",483.5678101,36.12357712,0,36.48738861,0,139.4615631,823.1748657,0,2.973138571,24.3997097
723,23120138,"בשר כבש מבושל בלבן",256.2012634,21.90237999,1.649490476,17.32937431,1.645303845,84.679039,879.9412842,0,1.715858221,65.74269104
724,23120148,"בשר כבש צלוי בשמן זית",430.0916748,37.91688156,0,29.70659447,0,146.3849335,864.0593262,0,3.126082182,25.62054634
725,23120158,"בשר כבש, נתחים שונים, אפוי בתנור",369.3548279,28.77419472,0,27.37096596,"",106.4516144,157.2580719,"",2.191128969,20.96774101
726,23120178,"בשר כבש, אוסובוקו",268.4526062,20.657341,7.223409653,15.28432846,2.611991882,74.13021851,478.657074,1.606910825,2.049056768,40.58827972
727,23121048,"בשר כבש מטוגן בשמן זית עם בצל מטוגן ופטרוזיליה",389.533905,28.968153,0.937174737,29.10329056,0.483660609,110.8870926,727.1445313,0.323618889,2.699549437,29.77342796
728,23121058,"וואט כבש אתיופי",269.874054,15.12820435,2.389116287,21.75182343,1.288261771,58.2612648,456.8492126,0.483386427,1.242416382,18.1570816
729,23132000,"בשר כבש, טחון או קציצה, מבושל",281,24.54000092,0,19.48999977,0,96,403,0,1.779999971,22
730,23132008,"קבב, מבשר כבש, ללא תוספת שמן",158.9309845,14.3127594,4.063318253,9.38111496,0.943007946,29.13890457,678.265625,0.433397174,1.728533387,23.8770256
731,23132009,"בשר כבש, טחון, לא מבושל",160,15,2.5,10,"",31.183,530,0,1.675,17.29
733,23132038,"קציצות בשר הודו וכבש, בגריל",173.8227081,18.73128319,7.997807503,6.958445549,0.343712896,89.99826813,511.6313171,0.648721814,1.71881938,26.79983902
734,23132058,"קציצות בשר כבש, אפויות בטחינה",184.4551086,12.09349346,7.182922363,11.53585339,0.877194285,18.74609375,526.9213257,1.618212938,1.94308722,32.17356873
735,23132068,"קציצות בשר כבש מבושלות ברוטב עגבניות רסק עגבניות, ללא שמן",135.7245483,10.0235815,9.749335289,6.084846497,2.884337425,38.87286758,578.5784302,1.030697227,1.616586685,27.58469582
736,23132078,"בשר עגל, מטוגן בשמן קנולה",166.8870392,15.59687138,2.050543785,10.61732864,0.618800521,92.52445221,424.109375,0.248103991,0.72777164,21.23295784
738,23132098,"בשר עגל, מבושל עם אפונה, גזר, עגבניות ושמן קנולה",127.2895126,10.51842976,5.675064564,6.07030344,3.188689232,51.50898361,577.8061523,2.443959951,0.986042023,27.59801674
740,23132118,"בשר עגל, מטוגן בשמן זית",135.2562408,16.16551208,2.125303745,6.737989426,0.641361117,95.89776611,439.5899048,0.257149518,0.759373248,22.01613235
741,23132128,"בשר עגל, מטוגן בשמן זית מבושל עם עגבניות",124.7801208,11.3069067,2.592703342,7.547759056,1.392837048,65.23976898,402.992218,0.599405468,0.620435178,19.05787277
742,23132138,"בשר עגל, מבושל עם בצל ושמן זית",126.062851,14.94049454,1.964248896,6.346875191,0.592758954,88.63066101,553.7041016,0.237662807,0.776627958,21.73168755
743,23132148,"קציצות בשר כבש, מטוגנות ללא שמן",173.9572601,13.97738552,9.13500309,8.779039383,1.052347183,57.30850601,547.3071289,0.811294913,1.65848124,26.3517437
746,23150100,"בשר עז, מבושל, עם מלח",142,26.87000084,0,3,0,74,408,0,3.700000048,17
747,23150250,"בשר עז, אפוי",142,26.87,0,3,0,74,408,0,3.7,17
748,23200109,"בשר עגל ישראלי, גזע בשר, ורד הצלע,לא מבושל",195,18.79999924,0.100000001,13.5,0.1,74,317,0,0.861999989,13.02799988
749,23200110,"בשר עגל, לפנ לנתח, מבושל, נאכל עם שומן",229,29.85000038,0,11.30000019,0,113,409,0,1.139999986,22
750,23200119,"בשר עגל ישראלי, גזע בשר, חזה,לא מבושל",174,18.70000076,0,11,0,71,445,"",0.566999972,7.493000031
751,23200120,"בשר עגל, לפנ לנתח, מבושל, נאכל ללא שומן",194,31.62999916,0,6.519999981,0,117,411,0,1.149999976,24
753,23200129,"בשר עגל, גולש, פילה מדומה, כתף, שווארמה, לא מבושל",125,16.5,1,6,0,98.90000153,410,0,0.825999975,19.97900009
754,23200139,"בשר עגל, גולש, כתף, מבושל",154,20.39999962,1.200000048,6.199999809,1.2,106.8000031,506,0,0.861999989,22.59600067
755,23200149,"בשר עגל ישראלי, גזע בשר,צוואר,לא מבושל",159,16,0,8.300000191,0,83.69999695,175,0,0.68599999,12.40299988
756,23200158,"קבב, מבשר עגל, ללא תוספת שמן",126.1251144,15.70196056,2.659533024,5.638842106,0.94225955,92.34360504,544.4481812,0.433053225,0.896190464,26.39122391
757,23200159,"בשר עגל ישראלי, גזע בשר,כתף, לא מבושל",170,19.70000076,0,10.10000038,0,66,328,0,0.930000007,22.49099922
758,23200168,"קציצות בשר עגל, מטוגנות ללא תוספת שומן בבישול",146.7012482,15.14550018,7.966887951,5.664065838,1.052347183,110.0426788,470.6008911,0.811294913,0.998223662,27.66785812
760,23200178,"קציצות בשר עגל, מבושלות עם רוטב עגבניות מרסק ללא שמן",117.2365494,10.81592464,8.956993103,3.971932411,2.884337425,74.64292145,515.19104,1.030697227,1.168120623,29.00510216
761,23200179,"בשר עגל ישראלי, גזע חלב, ורד הצלע,לא מבושל",116,20.20000076,0.100000001,3.900000095,0.1,82.59999847,175,0,0.894999981,14.23099995
762,23200188,"קציצות בשר עגל, אפויות ללא תוספת שומן בבישול",146.7012482,15.14550018,7.966887951,5.664065838,1.052347183,110.0426788,534.4578247,0.811294913,0.966061532,27.66785812
763,23200189,"בשר עגל, לתנור צלי/רוסטביף /צלי כתף ,מעובד",111,16,0.5,5,0,86.5,500,0,1.074000001,20.23999977
765,23200199,"בשר עגל, טחון, קפוא 100%,טיבון ויל",154,15,1,10,0,65,500,0,1.179999948,10.33399963
766,23200208,"בשר עגל, צלוי עם אורז בצל צנוברים ושמן סויה",172.4522247,11.12228489,12.51595688,8.500518799,0.533256412,57.02917862,442.57547,0.475070149,0.815483034,19.33470535
767,23200209,"בשר עגל, גולש",108,17,1,4,0,82.40000153,500,0,0.850000024,20.54999924
768,23200218,"בשר עגל, מבושל עם תפוחי אדמה אפויים עם שמן זית",130.244812,9.88267231,10.93987656,5.313374043,0.464959681,52.01868057,431.547821,1.311424851,0.913277566,16.78330994
770,23200268,"קציצות בשר הודו ועגל, מטוגנות ללא שמן",141.0735779,18.25100327,8.04467392,3.319082499,1.128825903,94.36647797,465.0394287,0.870255291,0.98198092,24.13360405
772,23204020,"סטייק בשר עגל, לפנ לשיטת הבישול, נאכל עם שומן",209,35.86000061,0,6.28000021,0,133,389,0,1.309999943,8
773,23204030,"סטייק בשר עגל, לפנ לשיטת הבישול, נאכל ללא שומן",181,32.88999939,0,4.579999924,0,106,399,0,0.870000005,7
774,23204038,"סטייק בשר עגל, מטוגן בשמן זית",234.3949432,19.79745483,0,17.38207817,0,78.28404999,564.1834106,0,1.63520062,15.53269768
776,23204049,"בשר עגל, סטייק, מבושל",160,20.89999962,1.5,6.400000095,1.5,107,456,0,0.773999989,11.91499996
777,23205020,"שניצל בשר עגל, מצופה או מקומח, מטוגן, נאכל עם שומן",238,27.29000092,9.909999847,9.180000305,0.57,112,454,0.300000012,1.639999986,39
778,23205030,"סטייק בשר עגל, מטוגן, נאכל ללא שומן",181,32.88999939,0,4.579999924,0,106,399,0,0.870000005,7
779,23205108,"סטייק בשר עגל, אפוי ברסק עגבניות ושמן זית",210.1374054,20.99260902,5.326522827,10.26925087,3.680425167,104.0316238,698.439209,0.672673047,1.308918834,22.37522507
780,23210020,"בשר עגל, צלוי, נאכל עם שומן",229,29.85000038,0,11.30000019,0,113,409,0,1.139999986,22
781,23210030,"בשר עגל, צלוי, נאכל ללא שומן",174,26.10000038,0,6.880000114,0,105,418,0,0.850000024,21
782,23220010,"בשר עגל, טחון או קציצה, מבושל",171,24.18000031,0,7.5,0,102,405,0,0.980000019,17
784,23311100,"בשר ארנבת, לפנ לשיטת בישול",205,30.25,0,8.38,0,86,199,0,2.36,20
785,23321050,"בשר צבי, כבוש במלח",187,35.11000061,0,4.079999924,0,110,1201,0,4.860000134,7
786,23321100,"בשר צבי, צלוי",190,36.08,0,3.93,0,112,268,0,4.98,6
787,24102010,"בשר עוף, לפנ לחלק, ללא עצם, צלוי, נאכל עם עור",204,27.94000053,0,9.420000076,0,95,401,0,1.070000052,13
788,24102020,"בשר עוף, לפנ לחלק, ללא עצם, צלוי, נאכל ללא עור",161,29.31999969,0,4.199999809,0,104,501,0,0.569999993,8
793,24113030,"בשר עוף, בשר בלבד, לא מבושל",119,21.38999939,0,3.079999924,0,70,250,0,0.889999986,12
794,24113200,"בשר עוף, בשר ועור עם עצמות, לא מבושל",146.1999969,12.64799976,0,10.2407999,0,51,350,0,0.611999989,7.480000019
795,24113220,"בשר עוף, בשר ועור עם עצמות, מבושל",144.5399933,16.28879929,0,8.289600372,0,51.47999954,350,0,0.765600026,8.579999924
796,24113230,"בשר עוף, בשר ועור, לא מבושל",215,18.60000038,0,15.06000042,0,75,350,0,0.899999976,11
798,24120009,"בשר עוף, חזה פרוס בגריל, עוף ועוד, עוף העמק",109,22,0.4,2.2,0.2,53.9,820,0,1.238,7.538
799,24120120,"בשר עוף, חזה, ללא עצם, לפנ לשיטת הבישול, נאכל ללא עור",160,30.12000084,0,3.769999981,0,97,493,0,0.449999988,7
800,24120130,"בשר עוף, לבבות לא מבושלים",153,15.60000038,0.699999988,9.300000191,0.7,136,250,0,5.974999905,12.02999973
801,24121110,"בשר עוף, חזה, ללא עצם, בגריל, נאכל עם עור",195,29.5,0,7.7,0,83,393,0,2.415,25.984
802,24121129,"בשר עוף, חזה בגריל, כולל רצועות, שישליק, מאמא עוף",124,23,3.5,2,2.1,60,580,0,1.465,8.918
803,24121139,"בשר עוף, חזה במרינדה, בגריל, מאמא עוף",129,23,2.6,3,1.1,31.607,600,0,2.096,22.549
804,24122110,"בשר עוף, חזה, ללא עצם, צלוי, נאכל עם עור",195,29.54999924,0,7.71999979,0,83,393,0,1.059999943,14
805,24122120,"בשר עוף, חזה, ללא עצם, צלוי, נאכל ללא עור",160,30.12000084,0,3.769999981,0,97,493,0,0.449999988,7
806,24123110,"בשר עוף, חזה, ללא עצם, מבושל, נאכל עם עור",182,27.15999985,0,7.360000134,0,74,384,0,0.920000017,13
807,24123120,"בשר עוף, חזה, ללא עצם, מבושל, נאכל ללא עור",150,28.15999985,0,3.519999981,0,91,450,0,0.419999987,5
809,24123138,"בשר עוף, חזה, אפוי בשמן סויה",147.4739685,24.4140625,0,4.796007156,0,79.21006775,385.234375,0,0.363736987,5.258246899
811,24123148,"בשר עוף, חזה אפוי בשמן זית",147.4739685,24.4140625,0,4.796007156,0,79.21006775,385.2734375,0,0.373697937,5.277778149
812,24123158,"בשר עוף, חזה במילוי אורז ושמן סויה",138.1059723,17.57264709,4.588171005,4.849639416,0.725246727,55.1830368,625.0605469,0.399384081,0.481570661,12.08231258
813,24123168,"בשר עוף, חזה עם ירקות מוקפצים בסגנון סיני עם שמן סויה",106.0644684,10.61044884,4.082403183,4.688884258,2.077720881,31.41541481,455.1473999,1.24525547,0.523587406,22.80931282
815,24126118,"שניצל חזה עוף מטוגן בשמן קנולה עם פירורי לחם",263.3516541,26.04329872,12.33380127,11.23438835,0.580435991,149.588623,490.7336426,0.964246452,0.967905045,19.79545784
816,24126128,"שניצל חזה עוף מטוגן בשמן סויה עם שומשום",299.0063171,25.1040535,17.81269073,12.95560074,0.567265272,134.9546814,510.8517151,1.823396564,1.309731364,24.78382683
817,24126138,"שניצל חזה עוף מטוגן בשמן חמניות",273.4605408,23.30892944,20.22658157,9.869354248,2.011918545,133.0654602,604.7778931,1.788158655,1.069339752,25.49204826
818,24126148,"שניצל חזה עוף מטוגן בשמן קנולה",270.2557678,25.67424393,18.34758568,9.321217537,0.575792491,142.125351,536.2391968,1.159294009,1.025576234,20.20191574
819,24126158,"שניצל חזה עוף מטוגן בשמן סויה",270.2557678,25.67424393,18.34758568,9.321217537,0.575792491,142.125351,536.2391968,1.159294009,1.027917743,20.20191574
821,24126168,"שניצל חזה עוף מטוגן בשמן תירס",271.0050354,25.67424393,18.34758568,9.321217537,0.575792491,142.125351,536.2391968,1.159294009,1.025576234,20.20191574
824,24126198,"שניצל חזה עוף מטוגן בשמן זית",270.2557678,25.67424393,18.34758568,9.321217537,0.575792491,142.125351,536.3328247,1.159294009,1.051800966,20.24874687
825,24127138,"בשר עוף, חזה מטוגן ללא שמן",175.7675323,32.95640945,0,3.837590694,0,106.9252472,520.0258179,0,0.489688337,7.098078728
826,24127148,"בשר עוף, חזה מטוגן בשמן זית",188.0009308,32.38714981,0,5.498618126,0,105.0783081,511.0778809,0,0.490902841,6.992745399
827,24127158,"בשר עוף, חזה מטוגן בשמן סויה",188.0009308,32.38714981,0,5.498618126,0,105.0783081,511.0433044,0,0.482093543,6.97547245
828,24127168,"בשר עוף, חזה מטוגן עם בצל וגזר בשמן סויה",160.6555939,25.14742088,1.992578149,4.722609997,1.251590371,80.62378693,313.8231201,0.91447252,0.477690399,14.92092228
829,24127178,"בשר עוף, חזה מטוגן בשמן תירס",188.277298,32.38714981,0,5.498618126,0,105.0783081,511.0433044,0,0.481229872,6.97547245
831,24127198,"בשר עוף, חזה מבושל ברוטב סויה ודבש",129.7879028,18.47974014,7.110636234,2.118550062,6.593067646,57.77144623,716.9911499,0.079138972,0.44199115,8.200380325
832,24130009,"בשר עוף, כרעיים בגריל, עוף ועוד, עוף העמק",191,14.6,0.8,14.4,0,98.425,621,0,0.851,7.681
834,24130220,"בשר עוף, רגל, שוק וירך, ללא עור, ללא עצם, לפנ לשיטת הבישול",162,24.37999916,0,6.670000076,0,128,459,0,1.100000024,10
837,24132210,"בשר עוף, רגל, שוק וירך, ללא עצם, צלוי, גריל, אפוי, נאכל עם עור",205,23.35000038,0.02,11.94999981,0,129,454,0,1.080000043,11
838,24132220,"בשר עוף, רגל, שוק וירך, ללא עצם, צלוי, נאכל ללא עור",162,24.37999916,0,6.670000076,0,128,459,0,1.100000024,10
839,24133210,"בשר עוף, רגל, שוק וירך, ללא עצם, מבושל, נאכל עם עור",211,23.14999962,0.050000001,12.57999992,0,96,426,0,1.200000048,12
840,24133218,"בשר עוף, רגל, צלוי עם בצל ושמן סויה, נאכל עם עור",149.463562,17.87976265,1.102330685,7.617091656,0.611764669,84.16574097,515.4766235,0.245283023,0.755197883,12.6859045
841,24133220,"בשר עוף, רגל, שוק וירך, ללא עצם, מבושל, נאכל ללא עור",173,25.05999947,0,7.5,0,101,431,0,1.25,12
842,24133230,"בשר עוף, רגל, עם עצמות ועור, לא מבושל",121.9800034,9.330900192,0.096900001,9.091500282,0,53.00999832,350,0,0.393299997,5.130000114
843,24133240,"בשר עוף, רגל, בשר בלבד, לא מבושל",120,20.10000038,0,3.799999952,0,80,350,0,0.818000019,10.49100018
844,24134208,"בשר עוף, רגל, מטוגן בשמן סויה ללא ציפוי, עם עור",195.6719513,27.23035049,0,8.839915276,0,129.3299561,691.715332,0,1.001610756,13.68339348
845,24134218,"בשר עוף,רגל, בשר בלבד, מטוגן עם בצל וסלרי בשמן סויה",114.191391,14.03926563,1.106242895,5.494516373,0.681344688,55.0196228,428.1040039,0.36542201,0.665178061,16.34380913
846,24134220,"בשר עוף, רגל, ללא עצם, מטוגן, ללא ציפוי, נאכל ללא עור",198,27.61000061,0,9.220000267,0,129,549,0,0.959999979,11
848,24134248,"בשר עוף, רגל, מטוגן בשמן זית, ללא ציפוי, עם עור",195.6719513,27.23035049,0,8.839915276,0,129.3299561,691.7722168,0,1.016107082,13.71181774
849,24134268,"בשר עוף, רגל, עם עור, מבושל עם פירות יבשים ושמן סויה",147.8639069,12.91992855,11.03596878,5.352775574,10.45372295,58.19903183,424.5962524,1.499872208,0.915605068,18.50089645
850,24141210,"בשר עוף, שוק, ללא עצם, בגריל, נאכל עם עור",172,28.29000092,0,5.659999847,0,93,350,0,1.299999952,12
851,24141220,"בשר עוף, שוק, ללא עצם, בגריל, נאכל ללא עור",171,28.04999924,0,5.610000134,0,92,417,0,1.289999962,12
853,24142210,"בשר עוף, שוק, ללא עצם, צלוי, נאכל עם עור",186,23.55999947,0.02,9.720000267,0,128,464,0,1.100000024,12
855,24143210,"בשר עוף, שוק, ללא עצם, מבושל, נאכל עם עור",196,23.98999977,0.039999999,10.56999969,0,97,425,0,1.149999976,12
856,24143220,"בשר עוף, שוק, ללא עצם, מבושל, נאכל ללא עור",162,25.93000031,0,5.849999905,0,101,429,0,1.190000057,12
857,24143230,"בשר עוף, שוק, בשר בלבד, לא מבושל",116,19.40999985,0,3.710000038,0,89,350,0,0.75999999,9
858,24143240,"בשר עוף, רגל, בשר ועור,לא מבושל",120,19.15999985,0,4.21999979,0,91,350,0,0.779999971,10
859,24143248,"בשר עוף, רגל מבושל ברוטב עגבניות עם שמן זית",112.5628281,12.90912533,2.186282635,5.358128548,1.545412779,49.34960556,524.0892944,0.616644263,0.643974006,12.61558533
860,24143250,"בשר עוף, שוק, בשר ועור, לא מבושל",161,18.07999992,0.109999999,9.199999809,0,92,350,0,0.709999979,8
861,24143260,"בשר עוף, שוק, עם עצמות ועור,לא מבושל",54.74000168,6.147200108,0,3.128000021,0,31.28000069,350,0,0.241400003,2.720000029
862,24143278,"בשר עוף, שוק מטוגן בשמן קנולה עם ציפוי",239.6173553,18.3499279,4.654783726,15.81027031,0.211045057,111.2695541,478.7659912,0.35649085,0.816474438,12.21616459
863,24144220,"בשר עוף, שוק, ללא עצם, מטוגן, ללא ציפוי, נאכל ללא עור",186,27.22999954,0,8.130000114,0,127,551,0,0.949999988,12
864,24144228,"בשר עוף, שוק מטוגן בשמן סויה, ללא עור",145.5862274,21.51820946,0,6.03455925,0,98.66670227,539.5731201,0,0.761204362,9.620557785
866,24145219,"בשר עוף, שוקיים בגריל, עוף ועוד, עוף העמק",158,17.2,0.4,9.7,0.4,50.9,86.3,0,1.476,117.333
868,24145238,"בשר עוף, רגל, מבושל בדבש בצל רוטב סויה שמן סויה",136.0492706,14.87175369,4.150598526,6.191711426,3.169678926,68.07301331,637.1165161,0.438460022,0.701496124,14.55715179
870,24145248,"בשר עוף, שוק מטוגן בשמן זית",195.4738922,20.04375267,0.121947609,12.12085342,0,101.9925461,539.6115112,0,0.721116841,8.586589813
871,24151210,"בשר עוף, ירך, ללא עצם, בגריל, נאכל עם עור",247,25.05999947,0,15.48999977,0,93,350,0,1.340000033,12
873,24151220,"בשר עוף, ירך, ללא עצם, בגריל, נאכל ללא עור",209,25.94000053,0,10.88000011,0,95,350,0,1.309999943,12
874,24151258,"בשר עוף, ירך, עם עצם,נאכל עם עור, עם בצל שום ושמן סויה",229.6353302,14.44775009,2.266552687,17.64387512,0.862678051,83.76068115,461.2478638,0.374928772,0.597606838,13.50142479
876,24152210,"בשר עוף, ירך, ללא עצם, צלוי, נאכל עם עור",225,23.12999916,0.029999999,14.18000031,0,130,444,0,1.059999943,10
878,24153210,"בשר עוף, ירך, ללא עצם, מבושל, נאכל עם עור",225,22.29999924,0.059999999,14.57999992,0,95,427,0,1.25,11
879,24153218,"בשר עוף, מבושל עם מיונז",269.5345154,17.21197128,0.45926851,21.58146477,0.066500418,104.6882782,536.3812866,0.013300084,0.651039064,7.467015743
