"id","code","name","calories","protein","carbohydrates","fats","total_sugars","cholesterol","sodium","dietary_fiber","iron","calcium"
5,11825010,"מי גבינה, חומצי, נוזלי",24,0.75999999,5.119999886,0.090000004,5.12,1,48,0,0.079999998,103
10,56207228,"בורגול, מבושל עם שעועית לבנה ועגבניות",112.2690506,5.254734039,15.27007294,1.731351376,0.968709648,0,141.1714478,5.083417892,1.535481334,39.71782303
14,11000000,"חלב אם",70,1.029999971,6.889999866,4.380000114,6.89,14,17,0,0.029999999,32
15,11111009,"חלב 3% שומן, תנובה, טרה, הרדוף, יטבתה",60,3.299999952,4.599999905,3,4.6,9,50,0,0.029999999,100
17,11111029,"חלב 1% שומן בקרטון מועשר ויטמין A,D, וסידן",42,3,4.599999905,1,4.6,4,40,1.700000048,0.027000001,180
19,11111059,"חלב 3% שומן, מועשר בסידן, תנובה,טרה,יטבתה",58,3.200000048,4.599999905,3,4.6,10.5,40,1.5,0.028999999,180
20,11111069,"חלב 3% שומן, מועשר בויטמינים B12, D,E, יטבתה",57,3,4.699999809,3,4.7,11,40,1,0.028999999,100
25,11112219,"חלב 1% שומן, תנובה, טרה, הרדוף, יטבתה",43,3.299999952,5.099999905,1,5.1,3,50,0,0.029999999,100
29,11113009,"משקה חלב בטעם וניל,3% שומן, טרה",85.80000305,2.5,12,3,9.9,9,46,0,0.254999995,109.6480026
31,11114339,"חלב 2% שומן, כולל דל לקטוז, תנובה",51,3.200000048,4.900000095,2,4.6,6,44,0,0.029999999,100
32,11116000,"חלב עזים 4% שומן",69,3.56,4.45,4.14,4.45,11,50,0,0.05,134
33,11116009,"חלב עזים 3.7% שומן, צוריאל",66,3,4.699999809,3.700000048,4.4,11,40,0,0.048,110
34,11116010,"חלב כבשים 7% שומן",108,6,5.400000095,7,4.45,27,44,0,0.101000004,193
35,11116020,"חלב נאקות (גמלים)",58,3.099999905,4.699999809,3,4.7,"",61,0,0.200000003,116
36,11121100,"חלב מיובש, מלא, משוחזר",61,3.24000001,4.730000019,3.289999962,4.73,12,49,0,0.059999999,115
37,11122300,"חלב מיובש דל שומן ,אבקה, ללא תוספת ויטמין A",358,35.09999847,52.18999863,0.720000029,52.19,18,549,0,0.310000002,1231
38,11122310,"מי גבינה מיובשים, אבקה, DRIED WHEY",339,11.72999954,73.44999695,0.540000021,73.45,3,968,0,1.24000001,2054
39,11220100,"חלב מרוכז, ממותק, לא מדולל",321,7.91,54.4,8.7,54.4,34,127,0,0.19,284
40,11411109,"יוגורט 4.5% שומן, תנובה",68,3.299999952,3.5,4.5,3.5,13.5,50,0,0.041999999,120
41,11411119,"יוגורט ביו 3% שומן, תנובה",65,4.400000095,4.599999905,3,4.6,11.69999981,54,1,0.055,130
43,11411149,"יוגורט, 1.5% שומן, שלי, ריוויון , תנובה",48,3.599999905,5,1.5,5,6,60,0,0.055,110
45,11411219,"יוגורט של פעם 3% שומן, השומרון",71,4,7,3,"",9,50,0,0.068,135
46,11411229,"יוגורט 1.9% שומן  עם גרנולה ופירות ,פרילי טבע, תנובה",98,2.900000095,17.39999962,1.899999976,16.4,2.774129391,40,0.295582086,0.136655897,150
48,11411249,"יוגורט ביו  3% שומן,דנונה, שטראוס",70,5.2,4.5,3,4.5,11.3,48,0.899999976,0.059999999,165
50,11411279,"יוגורט ביו 3%, תות/אפרסק/שזיף/מנגו",115,3.799999952,18.20000076,3,18.2,9.300000191,54.40000153,0,0.135000005,100
51,11411289,"יוגורט פרי דיאט 0% פירות יער, דובדבן, מיקס פירות טרופי",40,4.800000191,4.900000095,0,4.7,1.200000048,40,2.2,0.028999999,150
52,11411299,"יוגורט ביו 1.5% שומן,דנונה, שטראוס",53,4.900000095,5,1.5,5,5.800000191,47,1,0.064000003,130
54,11411319,"יוגורט, אקטיביה דיאט 0% שומן טבעי, פטל אוכמניות, שזיף מיובש",37,4.199999809,5,0,5,0.899999976,90,1.100000024,0.027000001,130
55,11411329,"יוגורט 1.5% שומן, אקטיביה, בטעם שזיף מיובש/פרי יבש/תות/אפרסק/פטל/גרנולה, דנונה",93,3.700000048,16,1.5,16,4.5,80,1,0.059,130
56,11411339,"יוגורט 0% שומן, יופלה, טבעי",37,5.5,3.700000048,0,3.7,0,55,1,0.061999999,130
57,11411349,"יוגורט לשתייה עם מלפפונים ,ציזיקי  3.5% שומן, גד",61,2.900000095,4.5,3.5,4.358178139,10.5,280,0.179192558,0.546066225,88
58,11411359,"יוגורט 5% שומן, מחלב בופאלו",78,3.799999952,4,5,0.2,4.5,66,0,0.121749997,148
61,11411399,"משקה יוגורט 0% שומן אקטימל דיאט,שטראוס",34,2.900000095,5.099999905,0.200000003,5.1,0.899999976,45,2,0.054000001,100
62,11411409,"יוגורט 3% שומן תנובה",65,4.699999809,4.699999809,3,4.7,9,28,0,0.057999998,145
63,11411419,"משקה יוגורט 1.8% שומן, בטעמים, אקטימל, שטראוס",96,2.900000095,17,1.799999952,17,7.099999905,45,0,0.129999995,100
67,11411459,"יוגורט, דנונה דיאט 0% קפוצ'ינו, תות, אננס, אפרסק, דובדבן , משמש, רום צימוקים, מנגו , פטל",38,3.9,5.5,0,5.5,0,80,2.2,0.153,140
68,11411469,"יוגורט 3.9% שומן, מחלב עזים, צוריאל",74.68000031,3.494400024,6.300000191,3.900000095,4.361000061,11.69999981,50,0.600000024,0.080800004,200
69,11411479,"משקה יוגורט ביו 0%, תות, אננס,טרה",40,3.2,6.5,0.1,6.5,0.7,85,1,0.158,122
70,11411489,"משקה יוגורט ביו 1.5%, תות/מנגו/ בננה/תפוז,טרה",94,3.099999905,17.20000076,1.5,17.2,5.599999905,42.5,0,0.061000001,146.2359924
74,11411529,"יוגורט יופלה, 2.7% שומן עם גרנולה, תנובה",104,5.599999905,13.5,2.700000048,7.3,4.099999905,85,1.799999952,0.083205648,146
82,11411689,"יוגורט 1.7% שומן, מולר",63,5.400000095,6.5,1.700000048,6.5,6.580999851,55,1,0.077,140
83,11411699,"יוגורט 7%,תנובה",91,3.599999905,3.5,7,3.5,21,50,0,0.044,100
84,11412109,"לבן 4.5% שומן, אשל,תנובה",71,3.299999952,4.199999809,4.5,0.1,16,41,0,0.046,111.6240005
85,11412119,"יוגורט 4%  שומן, דנובה, תנובה",71,3.599999905,5,4,2.3,12,50,0,0.052999999,100
86,11412129,"יוגורט 3% שומן, אקטיביה, טבעי",62,4.5,4.300000191,3,4.3,9,90,0.899999976,0.054000001,130
87,11412139,"יוגורט 3% שומן, בטעם פאי תפוחים/תות בננה/בננה ואגוזים, שטראוס",112,4,16.70000076,3,16.7,3.799999952,70,0,0.127000004,120
88,11412149,"יוגורט 3% שומן, איירן , גד",55,3,4,3,4,9,150,0,0.043000001,100
91,11412179,"יוגורט 3% שומן, בטעמי פרי,שטראוס",109,3.599999905,16.89999962,3,16.9,9.300000191,62.5,0,0.054000001,125.0660019
93,11412199,"מעדן, גמדים, 5% שומן, גבינה לבנה עם מחית בננה, תות או משמש",105,5.599999905,9.899999619,5,6.3,15,60,1.100000024,2,176
94,11412209,"לבן 3% שומן, גיל,טרה, תנובה",56,3.049999952,3.849999905,3,3.8,9,45,0,0.045000002,105
96,11412228,"לבן מבושל",41.0085907,2.183430433,2.183430433,2.610141277,2.177888632,8.589636803,340.6982727,0,0.062981434,68.78359985
97,11412229,"יוגורט 4% שומן עם קורנפלקס מצופה שוקולד, מולר מיקס, מולר",119,4.599999905,16.20000076,4,11.72597027,5,65,0.366169155,0.523536325,150
98,11412238,"לבן מבושל עם בצל",42.56549454,2.060072184,3.587172508,2.166847467,2.753658533,7.000903606,227.3441772,0.29087624,0.100451671,60.57814026
99,11412239,"יוגורט עזים מלא 4% שומן, הרדוף",65,3.599999905,3.700000048,3.5,3.7,12,46,0,0.045000002,108.6470032
100,11412269,"יוגורט אקטיביה 1.5%, שטראוס",48,4.5,4.199999809,1.5,4.2,5.806000233,90,0.899999976,0.057,130
105,11413409,"לבן בטעם אפרסק/תות 3% שומן, יטבתה",87,2.900000095,12.60000038,3,5.7,9,40,0,0.059999999,100
107,11431029,"יוגורט מתוק, דיאט 0% שומן, יופלה, טעמים שונים, תנובה",39,4.4,4.4,0,3.1,1.2,55,1,0.02,150
108,11431169,"יוגורט, יופלה שטוזים גבינה מוקצפת 5% שומן, טעמים שונים,תנובה",125,4.5,15.60000038,5,14.9,15,50,0.059999999,0.076990001,160
110,11433019,"יוגורט ביופרו 0% שומן, שטראוס",40,4.800000191,4.800000191,0.200000003,4.8,0.800000012,90,1,0.064000003,130
114,11433059,"יוגורט מתוק 3% שומן, טעמים שונים ,יופלה , תנובה",109,4,15.30000019,3,14.7,9.300000191,80,0.699999988,0.119000003,131
115,11433079,"יוגורט יופלה לבן,1.5% שומן, תנובה",49,5.1,3.7,1.5,3.7,5.8,55,0.9,0.033,130
116,11433089,"יוגורט יופלה לבן, 1.5% שומן, במתיקות מעודנת, תנובה",75,4.9,10,1.5,10,5.800000191,56,0.899999976,0.046,160
117,11433099,"יוגורט 3% שומן, מעודן , כולל שלי קלסיק/ יופלה, תנובה",64,5.300000191,4,3,4,12,54,0,0.057,130
118,11433139,"יוגורט מתוק 1.5% שומן, פרילי, פריגורה,  תנובה",103,3,19.5,1.5,19.5,0,54.79999924,0,0.067000002,162.0839996
127,11443059,"לאבנה 9% שומן, מחלב בקר, פיראוס, תנובה",127,8,3.5,9,3.5,27,500,0,0.093999997,100
130,11443098,"לאבנה ביתית, חלב בקר, 9% שומן",134.6979218,6.536810875,6.932981014,8.913832664,6.932981014,26.74149895,841.1898193,0,0.089514688,238.1617737
132,11443109,"לאבנה מחלב עזים 5% שומן, גד",91,9.5,2,5,2,15,400,0,0.101000004,100
134,11443129,"לאבנה מחלב בקר 5% שומן, עם שמן זית /זעתר,גד",166,9,7.800000191,11,7.8,18,380,0.456414938,1.009117365,150
137,11443159,"לאבנה 9% שומן, מחלב בופאלו, כדורים בשמן זית",121,8.899999619,1.100000024,9,0.2,27,135,0,0.164856225,112
139,11444069,"יוגורט מתוק 3% שומן, בתוספת בר גרנולה/קורנפלקס,שטראוס",126.75,4.775,16.45,4.625,16.5,5.45,80,0.87,0.06,130
142,11459979,"גלידת יוגורט, קפוא, טעמים שונים, בן & ג'ריס",190,5.800000191,33.20000076,6.400000095,32.9,27,87.59999847,0,0.414999992,197.7660065
146,11511219,"משקה יוגורט, 1.5% שומן, בטעם פירות, דנונה, שטראוס",82,2.5,14.60000038,1.5,14.6,5.5,50,1.399999976,0.050999999,100
147,11511259,"משקה חלב 2% שומן, אייס קפה/מוקה, יטבתה, תנובה",72,2.799999952,11.10000038,2,9.1,7,50,0,0.245000005,92
148,11511269,"משקה חלב 0% שומן, שוקו דיאט, יטבתה",39,3.599999905,5.300000191,0,5.3,1,75,0.5,0.032000002,100
149,11511289,"משקה חלב 1.5% שומן, שוקו, יטבתה",53,3.1,7.2,1.5,6,7,45,1,0.245000005,160
150,11511299,"משקה חלב 0% שומן, דיאט ,שוקו ,תנובה",45,3.200000048,7.800000191,0.5,7.8,3.700000048,50,0.699999988,0.039999999,100
152,11511319,"משקה חלב בטעם בננה, 2% שומן ,תנובה,יטבתה",79,2.599999905,10.5,3,8.6,10.5,50,0.426999986,0.231000006,100
153,11511329,"משקה חלב בטעם וניל,3% שומן, מועשר בסידן ויטמן D,תנובה",72,3.200000048,7.5,3,6.2,9,41,1.200000048,0.187999994,180
154,11512128,"מילקשייק פירות על בסיס חלב 3% שומן",62.63341522,1.92523694,9.598927498,1.610199451,7.832593441,4.488778114,25.4389019,1.238902807,0.100249372,52.70324326
156,11512149,"משקה חלב, מטרנה BIG, בטעמים, מוכן לשתייה",53,2.299999952,10.5,0.200000003,"","",33,0.300000012,1.100000024,107
158,11512169,"משקה חלב,שוקו 2% שומן, תנובה",50,3.099999905,5,1.7,5,5.9,40,0.9,0.236000001,160
159,11513409,"משקה חלב 2% שומן, מילקשייק, טעמים שונים, יטבתה",85,3,13.69999981,2,11.3,7,55,0,0.294,126.2839966
160,11541009,"מילקשייק וניל/תות/שוקו, מקדונלדס",109,3.099999905,17,1.799999952,"",0,48,"","",""
163,11651089,"משקה עתיר קלוריות וחלבון, EASY DRINK, איזיליין",138,5.099999905,19.29999924,4.5,"",0,86.30000305,"",1.799999952,137
164,11651109,"תמ""י, תחליף לארוחה, נוזלי, בתוספת סיבים, EASY FIBER",110,4.400000095,15.10000038,3.5,"","",102,1.399999976,1.350000024,90
165,11652000,"תמ""י, תחליף לארוחה נוזלי,JEVITY",106,4.420000076,15.39999962,3.460000038,"","",93,3.400000095,1.5,91
166,11652010,"תמ""י, תחליף לארוחה נוזלי,OSMOLITE",106,4.5,14.39999962,3.5,"","",94,"",1.399999976,86
167,11652020,"תמ""י, תחליף לארוחה נוזלי,PULMOCARE",150,6.269999981,10.52999973,9.380000114,"",0,131,"",1.899999976,131
168,11652030,"תמ""י, תחליף לארוחה נוזלי,OXEPA",150,6.269999981,10.52999973,9.380000114,"",0,131,"",2,106
169,11652040,"תחליף לארוחה נוזלית NEPRO LP",182,4.519999981,18.53000069,9.699999809,"","",80,0.879999995,1.899999976,73
171,11652060,"תמ""י, תחליף לארוחה נוזלי,GLUCERNA",100,4.199999809,9.600000381,5.400000095,"","",93,1.399999976,1.299999952,72
172,11652070,"תמ""י, תחליף לארוחה נוזלי,PERATIVE",130,6.800000191,17.70000076,3.799999952,"","",105,"",1.600000024,89
173,11652080,"תמ""י, תחליף לארוחה נוזלי, ALITRAQ",100,5.269999981,16.39999962,1.5,"","",100,"",1.5,73
177,11652130,"תמ""י, תחליף נוזלי לארוחה  ,NUTREN 2.0, מגאפארם",200,8,19.60000038,10.39999962,"",0,130,0,2.400000095,134
179,11710780,"תמ""ל, אנפמיל1, AR , ANTIREFLUX ,מוכן,  פרמהבסט",69,1.700000048,7.599999905,3.5,4.1,0.930000007,23,0,0.75999999,79
180,11710709,"תמ""ל, Extracare sensitive, לפגים,מטרנה, מוכן עם מים",74,1.899999976,7.599999905,4,"",4.599999905,24,"",1.399999976,81
183,11710810,"תמ""י,תחליף לארוחה נוזלי,PEDIASURE",100,2.799999952,11,5,"","",60,"",1,56
184,11720400,"תמ""ל, איזומיל, סימילאק, מוכן",68,1.700000048,7,3.700000048,0.9,0,32,0.239999995,1,77
187,11730139,"תמ""ל, מטרנה צמחית, עד גיל שנה, מוכן",68,1.899999976,7.5,3.400000095,1.1,0,32,"",1.200000048,74
196,11730339,"תמ""ל, מטרנה מהדרין ספיישל, דל לקטוז, מוכן",67,1.600000024,7.300000191,3.5,2.9,3.799999952,27.60000038,0,0.800000012,60
197,11730349,"תמ""ל, מטרנה לילה טוב, אבקה יבשה",506,11,58.5,25.29999924,"",25.70000076,130,"",6,415
198,11730359,"תמ""ל, מטרנה לילה טוב, בהכנה סמיכה",67,1.450000048,7.699999809,3.299999952,"",3.400000095,17,"",0.800000012,55
199,11730369,"תמ""ל, מטרנה חלבי שלב 1,כולל מהדרין, אבקה יבשה , מטרנה",512,11,58,26.5,"",30,175,"",5.900000095,435
200,11730379,"תמ""ל, מטרנה חלבי שלב 2, כולל מהדרין, אבקה יבשה, מטרנה",504,11.5,57,26.5,57,30,200,"",9,590
201,11730389,"תמ""ל, מטרנה חלבי שלב 3, כולל מהדרין ,אבקה יבשה, מטרנה",481,12,61,21,59.6,14,250,"",9,570
202,11730399,"תמ""ל, מטרנה צמחית עד גיל שנה, אבקה יבשה",505,14,56,25,8.5,0,240,"",8.699999809,550
203,11730409,"תמ""ל, מטרנה צמחית, מגיל שנה ואילך, מוכן",68,1.799999952,8,3.200000048,3,0,28,"",1.200000048,79
204,11730419,"תמ""ל, מטרנה צמחית, מגיל שנה ואילך, אבקה",489,13,58,23,22,0,205,"",9,570
213,11740120,"תמ""י, PHENYLFREE 2, נוזלי, פרמהבסט",85,4.599999905,12.39999962,1.779999971,"",0,126,0,2.5,151
214,11740130,"תמ""י,MSUD רגיל",68,1.399999976,9.100000381,2.799999952,"",0,26,0,1.200000048,70
215,11740140,"תמ""י,MSUD מרוכז",81,1.700000048,10.89999962,3.400000095,"","",32,0,1.5,83
217,11740160,"תמ""י, GALACTOMIN 19, אבקה, מגאפארם",514,10.30000019,57.09999847,27.20000076,8.5,0,132,0,6.099999905,426
218,11740310,"תמ""ל, ליפיל  NUTRAMIGEN 1 LGG, מוכן, פרמהבסט",68,1.909999967,7.5,3.400000095,"",0,32,0,1.230000019,77
219,11740410,"תמ""ל,  PREGESTIMIL LIPIL, נוזלי, פרמהבסט",67.59999847,1.899999976,6.900000095,3.799999952,"",0,29,0,1.200000048,78
222,11740440,"תמ""י,תחליף לארוחה נוזלי,NEOCATE ADVANCE",100,2.5,14.60000038,3.5,1.3,"",60,"",0.620000005,50
227,11740870,"תמ""ל, סימילאק טופ 1, מוכן, כולל מהדרין",68,1.399999976,7.400000095,3.700000048,"",0.699999988,18,"",1.200000048,53
228,11740560,"תמ""ל, סימילאק טופ 2/טופ 3, מוכן",73.80000305,2.799999952,7.5,3.599999905,"",1.700000048,36.40000153,"",1.200000048,115
230,11740580,"תמ""ל, סימילאק NEOSURE, מוכן",74,1.899999976,7.699999809,4.099999905,"",11.19999981,25,"",1.299999952,78
233,11740700,"תמ""י,NUTREN JUNIOR, תחליף נוזלי לארוחה, מגאפארם",100,3,11,4.960000038,"","",46,"",1.399999976,120
234,11740710,"תמ""י,NUTREN JUNIOR WITH FIBER, תחליף נוזלי לארוחה, מגאפא",100,3,11,4.960000038,"","",46,1.5,1.399999976,120
235,11740720,"תמ""י,PEPTAMEN JUNIOR, תחליף נוזלי לארוחה, מגאפארם",100,3,13.60000038,3.839999914,"","",46,0,1.399999976,112
236,11740730,"תמ""י, PEPTAMEN, תחליף נוזלי לארוחה, וניל, מגאפארם",100,4,12.72000027,3.920000076,"","",56,0.600000024,1.799999952,80
237,11811000,"חלב מיובש, מלא, אבקה",496,26.31999969,38.41999817,26.70999908,38.42,97,371,0,0.469999999,912
238,11813010,"חלב מיובש, כחוש, ללא תוספת ויטמין A, לא משוחזר",362,36.15999985,51.97999954,0.769999981,51.98,20,535,0,0.319999993,1257
240,11830100,"שוקו, אבקה יבשה עם סוכר וחלב מיובש",398,6.670000076,80.02999878,4,65.55,0,504,3.700000048,1.190000057,133
241,11830109,"שוקו, אבקה ממותקת להכנת משקה שוקולית, עלית",400,4.5,90,2.5,90,0,8,3.299999952,1.885090947,202.4727325
242,11830110,"קקאו, אבקה עם ממתיק דל קלוריות וחלב כחוש מיובש",377,15.48999977,64.43000031,3,37.65,0,876,7.5,4.960000038,576
243,11830119,"משקה חלב, מטרנה BIG, בטעמים, אבקה יבשה",372,16,73.40000153,1.299999952,"","",230,2.200000048,7.5,750
244,11830128,"שוקו ממכונה",32,1.100714326,4.586428642,1.043214202,4.586428642,3.464285612,20.57428551,0.117857143,0.08578182,47.37974167
245,11830150,"קקאו, אבקה, ללא חלב מיובש",228,19.60000038,24.70000076,13.69999981,1.75,0,21,33.20000076,13.85999966,128
246,11830160,"שוקו, אבקה עם סוכר להכנת משקה בטעם קקאו",402,3.920000076,85.98999786,2.680000067,82.85,0,151,4.599999905,1.570000052,246
247,11830180,"שוקו, אבקה עם ממתיק ללא קלוריות, בטעם קקאו או שוקו",377,15.48999977,71.93000031,3,37.65,0,876,7.5,4.960000038,576
249,11830220,"קקאו, אבקה לא ממותקת, 10% שומן, סגנון אירופאי",410,20,40,10,0,0,0,20,36,0
250,11830900,"תוסף חלבון, אבקה יבשה, כולל MERITENE",355,31,56,1,51,"",400,0,15,1100
253,11831009,"תחליף לארוחה, EASY SHAKE, ללא סוכרוז, אבקה, איזיליין",509,22,49,25,"",0,188,3,"",85
256,11831029,"תחליף או תוסף לארוחה, EASYMEALK2, נוזלי, איזיליין",200,7.199999809,25,8,"","",95,2,1.799999952,127
257,11831039,"תוסף לארוחה, EASY THICKENER, נוזלי, איזיליין",320,0,93,0,"","",32,"","",""
258,11831049,"תוסף חלבון, EASY WHEY, אבקה יבשה, איזיליין",393,75,15,4.5,0,"",255,"",0.600000024,412
259,11831059,"תחליף או תוסף לארוחה, אבקה  עתירת קלוריות, EASY CALORIE",380,0,94,0,"","",110,"","",16
268,12120119,"שמנת לבישול 15% שומן, תנובה",161,2.299999952,4.199999809,15,4.2,45,41,0,0.041000001,98.11299896
269,12130209,"שמנת מתוקה 38% שומן, לקצפת, כולל עמידה,תנובה, יטבתה, טרה",360,1.899999976,3,38,3,114,24,0,0.029999999,65.80599976
270,12130218,"קצפת 38%  שומן, ממותקת, מוכנה",365.7999878,1.519999981,22.35400009,30.39999962,21.96199989,91.19999695,19.60000038,0,0.035999998,52.84479904
271,12130219,"שמנת מתוקה 32% שומן, לקצפת, השף הלבן,תנובה",324,1.899999976,3.200000048,32,3.2,96,28,5.099999905,0.029999999,68.59600067
278,12210250,"תחליף שמנת קל 3.5%  שומן, נוזלי, לקפה, כולל ריצ'",71,0.800000012,9.100000381,3.5,9.1,0,60,0,0.560000002,1
279,12210309,"קצפת צמחית 25%  שומן, ריצ'",301,0.400000006,19,25,1.55,0,54,0,0.021927293,5.481823444
280,12210400,"מלבין קפה באבקה, ללא חלב, כולל CREMORA.COFFEEMATE",545,4.789999962,54.88000107,35.47999954,54.88,0,123,0,1.149999976,22
281,12210409,"מלבין קפה, חלבית, עלית",543,0.716039598,66,31,11.7,0,79,0,0.271811038,33.64857101
282,12210509,"קצפת צמחית 20%  שומן, השף הלבן",268,0,22,20,19.74474144,0,105,0,0.033647336,5.297970295
284,12310219,"שמנת חמוצה 9% שומן, תנובה",113,3.400000095,4.599999905,9,0.2,27,60,0,0.078000002,115.5559998
285,12310309,"שמנת חמוצה 15% שומן, טרה, תנובה",159,2.700000048,3.299999952,15,0.1,40,45,0,0.056000002,90
286,12310409,"שמנת חמוצה 27%  שומן, שמנת של פעם, תנובה",268,2.299999952,4,27,4,81,37,0,0.216000006,140
287,13110009,"גלידה עשירה ,ברי נייס/צרי גרסיה, וניל, בן & ג'ריס",202.333,3,21,12.133,19,40,48.667,"",0.963,75
288,13110019,"גלידת ריבת חלב/שוקולד/שוקולד בראוניס/קפה, בן & ג'ריס",258.375,4.05,28.313,14.1,25.5,41.813,75.563,"",1.157,98.667
290,13110108,"גלידת שמנת ביתית",355.0739441,4.749753475,15.70932579,30.52962494,15.01395607,314.571991,26.33981895,0,0.631426752,71.41634369
291,13110109,"גלידה בשומן צמחי, וניל עם תוספות, נסטלה/שטראוס/פלדמן",209,3.299999952,27.20000076,9.699999809,21.7,4.900000095,56,0,0.079509236,114.5
292,13110120,"גלידה עשירה, כל הטעמים מלבד שוקולד, כולל בן & ג'ריס",249,3.5,22.29000092,16.20000076,20.65,92,61,0,0.340000004,117
293,13110129,"גלידת שמנת כל הטעמים מלבד שוקולד, שטראוס, נסטלה JOYA",213,4,24.70000076,10.89999962,24.7,67,54,0,0.072863162,143
294,13110130,"גלידה עשירה, בטעם שוקולד, כולל בן & ג'ריס ,האגן דאז",255,4.72,19.85,16.98,17.35,60,57,0.9,1.02,142
295,13110139,"גלידה בשומן צמחי, וניל שוקו קראנץ', נסטלה",243,4.400000095,28.39999962,12.30000019,25.6,3,63,"","",124
301,13110189,"גלידה בשומן צמחי, וניל, נסטלה/שטראוס/פלדמן",197,0.5,24.39999962,9.399999619,23.3,15.65200043,62,0.282999992,0.179000005,140
306,13110319,"גלידה בשומן צמחי, עוגה, שוקולד וניל, פנטסיה, שטראוס",254,3.299999952,26.79999924,14.80000019,23.1,0,47,1.211921215,0.579796195,119.6774368
307,13110329,"גלידת שמנת בטעם שוקולד שטראוס CARTE D'OR, נסטלה JOYA",205,2.599999905,33.70000076,6.599999905,23.2,17,49,"","",""
309,13110349,"גלידה, חטיף בשומן צמחי וניל, בציפוי שוקולד, גלידונית, שטראוס",345,3.799999952,35.70000076,20.79999924,30,8,67,0.812389374,0.60683167,103.9801559
311,13110519,"גלידה, שלגון, מיני וניל עם עוגיות, לייט, שטראוס",109,2.599999905,15.39999962,2.5,4.1,9,75,15.30000019,"",100
312,13110529,"שלגון יוגורט עם שרבט, שייק פרי יוגורט, טעמים שונים, פלדמן",114,1.200000048,24.60000038,1.200000048,"",2.900000095,19,"","",43
314,13110609,"גלידה בשומן צמחי פרווה, שוקו טעמים שונים, שטראוס",208,1.799999952,24.29999924,10.57929611,18,0,92,2.999698639,0.74102515,15.70954609
319,13120109,"שלגון שמנת שוקולד בציפוי שוקולד, מגנום/ג'ויה, שטראוס,נסטלה",349,4.6,32.5,22.3,31,38.5,32,1.392156959,0.927970529,151.8313751
322,13120129,"גלידה, חטיף קפוא, שוקולד/קוקוס/וניל, בציפוי שוקולד, פלדמן",327,4,25.29999924,23.20000076,12,6.5,43,"","",95
324,13120149,"שלגון שוקו עם ליבת שוקולד, ציפוי שוקולד, שוקובו, שטראוס",362,4.400000095,37.79999924,21.5,34.2,8.899999619,78,"","",""
326,13120179,"שלגון בטעם וניל בציפוי המכיל שוקולד, שומן צמחי,רולר, נסטלה",330,4.5,26.39999962,22.89999962,19.61125,0,76,0.328000009,1.494520783,126.4594498
327,13120209,"גלידה אישית, טילון מגנום שמנת, טעמים שונים, שטראוס",418,4.800000191,43.09999847,25.20000076,34.1,25,87,1.594377518,1.187672615,60.75641251
328,13120219,"שלגון שוקו/בננה בציפוי שוקולד, בשומן צמחי, נסטלה,פלדמן",256,4.199999809,24.5,15.60000038,23,3,61,1.012435675,0.504286468,126
329,13120229,"שלגון שמנת וניל בציפוי שוקולד לבן, מגנום/ג'ויה, שטראוס,נסטלה",338,4,30,22.39999962,25.7,31,62,"","",147
331,13120249,"שלגון שמנת וניל בציפוי שוקולד, מגנום/ג'ויה, שטראוס, נסטלה",343,4.099999905,32,22.70000076,30.8,38.40000153,61,"","",150
333,13120269,"שלגון, וניל בציפוי פסיפלורה, מופחת קלוריות, גלידל, פלדמן",46,3.900000095,6.300000191,0.600000024,"",0,54,0.300000012,"",100
336,13120319,"גלידה אישית, סנדוויץ, וניל, עוגיות שוקולד, קוקילידה, נסטלה",368,5.199999809,48.79999924,17.10000038,26.9,18,188,"","",""
341,13120369,"שלגון חצי אפוי/פאדג' בראוניס/וניל/צ'רי גרסיה, בן & ג'ריס",321.5,3.924999952,36,20.35000038,"",40,67,"",0.994974971,90
343,13120389,"שלגון שרבט חלבי, אייס, טעמים שונים, פלדמן",145.6666718,2.533333302,18.16666603,7,14.4,5.099999905,37.09999847,"","",84.69999695
344,13120399,"שלגון וניל,מילוי נוגט, מצופה שוקולד ואורז תפוח,שומן צמחי, רולס",381,5,33,25.39999962,22.7,16,74,"","",142
346,13120419,"שלגון וניל בציפוי שרבט פרי, טעמים שונים, סולרו, שטראוס",143,1.799999952,24.5,4.199999809,23.5,3,37,0,"",""
348,13120469,"שלגון בטעם וניל בציפוי תות, שומן צמחי, גלית, פלדמן",149,2.099999905,22.10000038,5.754607677,22.1,0,34,0,0.04535294,80
355,13120719,"גלידה אישית, טילון, וניל עם תוספות, שומן צמחי , נסטלה",326,4.199999809,38.70000076,17.10390091,24.5,0,88,2.01188612,0.965921879,96
358,13120809,"גלידה, בגביע (ופל), מקדונלדס",166,5,24,5,17.7,13,61,0.171000004,0.255233347,94.07171631
359,13120819,"גלידה פיצוץ OREO, וסירופ בטעמים שונים, מקדונלדס",185,4,25,6,22.9,11,101,0,0.232641503,116.320755
360,13121009,"גלידה, סנדיי עם סירופ, טעמים שונים, מקדונלדס",190,4,28,6,25,10,98,"",0.187856346,93.92816925
362,13161639,"קרחון, טעמים שונים, דל קלוריות, גלידל, פלדמן",22.2814064,0.031608041,6.699999809,0.018592965,1.745879412,0,9,1,0.044120602,6.894472122
